 ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                     SPECIFIC HEAT COEFFICIENTS                                                                     

             Cp = A + B*T + C*T^2 + D*T^3 + E*T^4  [J/kg/K]                                                         

    Species                      Cp(298K)         Cp(1000K)          LT-HT            A(LT)            B(LT)            C(LT)            D(LT)            E(LT)             A(HT)           B(HT)            C(HT)            D(HT)           E(HT)      
   81. NC30H57_A                1.823831e+03     4.115622e+03     8.484600e+02    -1.986705e+02     8.264290e+00    -5.427648e-03     1.619539e-06    -1.418880e-10    -1.986705e+02     8.264290e+00    -5.427648e-03     1.619539e-06    -1.418880e-10
   82. NC45H87_A                1.767463e+03     3.984193e+03     9.173600e+02    -1.992643e+02     8.062692e+00    -5.398315e-03     1.693333e-06    -1.742530e-10    -1.992643e+02     8.062692e+00    -5.398315e-03     1.693333e-06    -1.742530e-10
   83. NC60H117_A               1.739381e+03     3.918715e+03     9.663200e+02    -1.995601e+02     7.962257e+00    -5.383702e-03     1.730098e-06    -1.903771e-10    -1.995601e+02     7.962257e+00    -5.383702e-03     1.730098e-06    -1.903771e-10
   84. P-HDPE-P_S(L)            1.623848e+03     5.011364e+03     1.500000e+03     6.508021e+02    -3.833400e+00     3.421161e-02    -3.862480e-05     1.260715e-08     6.508021e+02    -3.833400e+00     3.421161e-02    -3.862480e-05     1.260715e-08
   85. P-HDPE-P(L)              2.132862e+03     3.713320e+03     1.500000e+03     1.402665e+03     2.205668e+00     1.227562e-03    -1.466947e-06     3.443721e-10     1.402665e+03     2.205668e+00     1.227562e-03    -1.466947e-06     3.443721e-10
   86. P-NC40H79-P(L)           2.135227e+03     3.685505e+03     1.500000e+03     1.398543e+03     2.311027e+00     8.519732e-04    -1.117093e-06     2.410538e-10     1.398543e+03     2.311027e+00     8.519732e-04    -1.117093e-06     2.410538e-10
   87. P-NC40H81(L)             2.142998e+03     3.721042e+03     1.500000e+03     1.406871e+03     2.267583e+00     1.032563e-03    -1.266775e-06     2.808001e-10     1.406871e+03     2.267583e+00     1.032563e-03    -1.266775e-06     2.808001e-10
   88. P-NC40H79(L)             2.273288e+03     3.862001e+03     1.500000e+03     1.554325e+03     2.224290e+00     9.168602e-04    -1.007849e-06     1.743744e-10     1.554325e+03     2.224290e+00     9.168602e-04    -1.007849e-06     1.743744e-10
   89. P-NC40H80(L)             2.145377e+03     3.693291e+03     1.500000e+03     1.402764e+03     2.372864e+00     6.572992e-04    -9.171897e-07     1.775532e-10     1.402764e+03     2.372864e+00     6.572992e-04    -9.171897e-07     1.775532e-10
   90. P-NC40H80_T(L)           2.146173e+03     3.699887e+03     1.500000e+03     1.405237e+03     2.329870e+00     8.348543e-04    -1.111171e-06     2.410959e-10     1.405237e+03     2.329870e+00     8.348543e-04    -1.111171e-06     2.410959e-10
   91. P-NC40H78(L)             2.275911e+03     3.834404e+03     1.500000e+03     1.550469e+03     2.329873e+00     5.400342e-04    -6.565359e-07     7.056329e-11     1.550469e+03     2.329873e+00     5.400342e-04    -6.565359e-07     7.056329e-11
   92. P-NC40H78_A(L)           2.275102e+03     3.847741e+03     1.500000e+03     1.560381e+03     2.222008e+00     8.633772e-04    -9.589929e-07     1.609666e-10     1.560381e+03     2.222008e+00     8.633772e-04    -9.589929e-07     1.609666e-10
   93. NC16H34(L)               2.205731e+03     3.767959e+03     7.480500e+02     2.647591e+03    -1.496516e+01     8.106230e-02    -1.506280e-04     1.021105e-07    -1.251803e+02     7.232071e+00    -4.476717e-03     1.219036e-06    -8.125143e-11
   94. NC30H62(L)               2.165880e+03     3.747182e+03     8.518000e+02     2.326215e+03    -9.958058e+00     5.319743e-02    -8.791228e-05     5.192596e-08    -1.601356e+02     7.431931e+00    -4.877695e-03     1.507373e-06    -1.542924e-10
   95. NC45H92(L)               2.150953e+03     3.739221e+03     9.198400e+02     2.122295e+03    -7.056779e+00     3.917100e-02    -6.086482e-05     3.344333e-08    -1.735287e+02     7.508508e+00    -5.031329e-03     1.617850e-06    -1.822781e-10
   96. NC60H122(L)              2.144701e+03     3.735232e+03     9.686500e+02     1.995522e+03    -5.323562e+00     3.127653e-02    -4.664676e-05     2.441757e-08    -1.802413e+02     7.546887e+00    -5.108330e-03     1.673220e-06    -1.963044e-10
   97. NC16H32(L)               2.543576e+03     4.127704e+03     7.522500e+02     3.266721e+03    -1.887676e+01     9.915525e-02    -1.848093e-04     1.252148e-07    -1.468576e+02     8.035743e+00    -5.130711e-03     1.501763e-06    -1.322333e-10
   98. NC30H60(L)               2.343896e+03     3.938947e+03     8.509000e+02     2.559976e+03    -1.063425e+01     5.607466e-02    -9.302412e-05     5.516304e-08    -1.718643e+02     7.861513e+00    -5.228412e-03     1.659542e-06    -1.818327e-10
   99. NC45H90(L)               2.269774e+03     3.867039e+03     9.193000e+02     2.252384e+03    -7.157573e+00     3.955629e-02    -6.161486e-05     3.400138e-08    -1.813906e+02     7.795140e+00    -5.265632e-03     1.719649e-06    -2.007277e-10
  100. NC60H120(L)              2.233584e+03     3.831085e+03     9.676800e+02     2.096129e+03    -5.436016e+00     3.170630e-02    -4.741928e-05     2.493296e-08    -1.861538e+02     7.761954e+00    -5.284242e-03     1.749702e-06    -2.101752e-10
  101. NC16H30(L)               2.887163e+03     4.493971e+03     7.565400e+02     3.886917e+03    -2.269590e+01     1.166954e-01    -2.176764e-04     1.472333e-07    -1.689278e+02     8.853984e+00    -5.796560e-03     1.789615e-06    -1.841393e-10
  102. NC30H58(L)               2.523557e+03     4.132557e+03     8.498000e+02     2.807546e+03    -1.147601e+01     5.968729e-02    -9.942970e-05     5.917445e-08    -1.837059e+02     8.295232e+00    -5.582507e-03     1.813176e-06    -2.096381e-10
  103. NC45H88(L)               2.389129e+03     3.995676e+03     9.183900e+02     2.392567e+03    -7.380713e+00     4.045584e-02    -6.321728e-05     3.504001e-08    -1.893029e+02     8.083610e+00    -5.501436e-03     1.822100e-06    -2.192955e-10
  104. NC60H118(L)              2.323224e+03     3.927399e+03     9.671500e+02     2.188079e+03    -5.432380e+00     3.166571e-02    -4.744439e-05     2.504418e-08    -1.920947e+02     7.978053e+00    -5.460998e-03     1.826551e-06    -2.241126e-10
  105. NC16H33(L)               2.216591e+03     3.702997e+03     7.476700e+02     2.692767e+03    -1.563199e+01     8.499788e-02    -1.594760e-04     1.083307e-07    -9.775758e+01     7.026747e+00    -4.263094e-03     1.079595e-06    -4.249340e-11
  106. NC30H61(L)               2.171201e+03     3.712414e+03     8.501900e+02     2.320289e+03    -9.877105e+00     5.321334e-02    -8.866606e-05     5.264342e-08    -1.455631e+02     7.322673e+00    -4.764482e-03     1.433539e-06    -1.337528e-10
